title;start;regipol;cm_ppca_deadline;cm_pubfinex_pol;cm_REdir_mobil;cm_COVID_coal_scen;cm_PPCA_pol;cm_PPCA_size;cm_PPCA_OECD;cm_PPCA_nonOECD;cm_GDPcovid;cm_startyear;cm_NPi_startyr;path_gdx_ref;path_gdx;path_gdx_bau;cm_nash_autoconverge;cm_nash_mode;CES_parameters;regionmapping;cm_rcp_scen;cm_iterative_target_adj;subsidizeLearning;c_budgetCO2from2020;carbonprice;cm_co2_tax_2020;cm_peakBudgYr;cm_taxCO2inc_after_peakBudgYr;cm_CO2priceRegConvEndYr;cm_emiscen;c_regi_earlyreti_rate;c_tech_earlyreti_rate;cm_fetaxscen;cm_co2_tax_growth;trade;cm_import_EU;cm_bioenergy_tax;cm_bioenergymaxscen;cm_bioprod_histlim;cm_BioImportTax_EU;c_ccsinjecratescen;c_ccscapratescen;c_BaselineAgriEmiRed;cm_ariadne_VRECapFac_adj;cm_CESMkup_build;cm_CESMkup_ind;cm_INNOPATHS_adj_coeff_multiplier;cm_INNOPATHS_adj_seed_multiplier;techpol;regipol;cm_regiCO2target;cm_NucRegiPol;cm_CoalRegiPol;cm_altFeEmiFac;cm_POPscen;cm_GDPscen;cm_demScen;cm_oil_scen;cm_gas_scen;cm_coal_scen;c_techAssumptScen;cm_nucscen;cm_so2tax_scen;cm_multigasscen;cm_OILRETIRE;cm_LU_emi_scen;cm_tradecost_bio;cm_1stgen_phaseout;c_SSP_forcing_adjust;cm_APscen;water;cm_EDGEtr_scen;optimization;c_testOneRegi_region;description;c_keep_iteration_gdxes;cm_keep_presolve_gdxes
REdirect_coopex-2030-jul21-40p-nonoecd;0;PPCAcoalExit;2050;REdirect;hi_oecd_cond;Neutral;power;40p;on;on;1;2035;2025;REdirect_coopex-2030-jul21-40p-oecd;REdirect_HI-cond-2025-ann_redir_oct-nonoecd2;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;nash;NEU;;0;0
REdirect_coopex-2030-jul21-40p-nonoecd-2045;0;PPCAcoalExit;2045;REdirect;hi_oecd_cond;Neutral;power;40p;on;on;1;2035;2025;REdirect_coopex-2030-jul21-40p-oecd;REdirect_HI-cond-2025-ann_redir_oct-nonoecd1;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;nash;NEU;;0;0
REdirect_coopex-2030-jul21-40p-nonoecd-2050;0;PPCAcoalExit;2050;REdirect;hi_oecd_cond;Neutral;power;40p;on;on;1;2040;2025;REdirect_coopex-2030-jul21-40p-nonoecd-2045;REdirect_HI-cond-2025-ann_redir_oct-nonoecd2;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;nash;NEU;;0;0
REdirect_LO-jul21-PPCAcop26;0;PPCAcoalExit;2050;REdirect;lo_oecd;Neutral;power;current;on;on;1;2025;2025;PPCAcop26-jul21;./output/REdirect_HI-gdpEU_csp-nonoecd50p_2022-11-02_19.48.26/fulldata.gdx;PPCAcop26-jul21;2;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15; GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;nash;NEU;;0;0
REdirect_LO-jul21-oecd;0;PPCAcoalExit;2050;REdirect;lo_oecd;Neutral;power;50p;on;off;1;2030;2025;REdirect_LO-jul21-PPCAcop26;./output/REdirect_HI-gdpEU_csp-nonoecd50p_2022-11-02_19.48.26/fulldata.gdx;PPCAcop26-jul21;2;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;nash;NEU;;0;0
REdirect_LO-jul21-nonoecd;0;PPCAcoalExit;2050;REdirect;lo_oecd;Neutral;power;50p;on;on;1;2035;2025;REdirect_LO-jul21-oecd;./output/REdirect_HI-gdpEU_csp-nonoecd50p_2022-11-02_19.48.26/fulldata.gdx;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;nash;NEU;;0;0
REdirect_HI-jul21-PPCAcop26;0;PPCAcoalExit;2050;REdirect;hi_oecd;Neutral;power;current;on;on;1;2025;2025;PPCAcop26-jul21;./output/SSP2EU-PkBudg1150_2022-10-10_19.45.46/fulldata.gdx;PPCAcop26-jul21;2;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15; GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;nash;NEU;;0;0
REdirect_HI-jul21-oecd;0;PPCAcoalExit;2050;REdirect;hi_oecd;Neutral;power;50p;on;off;1;2030;2025;REdirect_HI-jul21-PPCAcop26;./output/SSP2EU-PkBudg1150_2022-10-10_19.45.46/fulldata.gdx;PPCAcop26-jul21;2;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;nash;SSA;;0;0
REdirect_HI-jul21-nonoecd;0;PPCAcoalExit;2050;REdirect;hi_oecd;Neutral;power;50p;on;on;1;2035;2025;REdirect_HI-jul21-oecd;./output/REdirect_HI-gdpEU_csp-nonoecd50p_2022-11-02_19.48.26/fulldata.gdx;PPCAcop26-jul21;2;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;nash;NEU;;0;0
REdirect_coopex-2025-2030-PPCAcop26;0;PPCAcoalExit;2050;REdirect;hi_oecd_cond;Neutral;power;current;on;on;1;2025;2025;PPCAcop26-jul21;./output/SSP2EU-PkBudg1150_2022-10-10_19.45.46/fulldata.gdx;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15; GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;nash;NEU;;0;0
REdirect_coopex-2025-2030-oecd;0;PPCAcoalExit;2050;REdirect;hi_oecd_cond;Neutral;power;50p;on;off;1;2030;2025;REdirect_coopex-2025-2030-PPCAcop26;./output/REdirect_HI-gdpEU_csp-nonoecd50p_2022-11-02_19.48.26/fulldata.gdx;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;nash;NEU;;0;0
REdirect_coopex-2025-2030-nonoecd;0;PPCAcoalExit;2050;REdirect;hi_oecd_cond;Neutral;power;50p;on;on;1;2035;2025;REdirect_coopex-2025-2030-oecd;./output/SSP2EU-PkBudg1150_2022-10-10_19.45.46/fulldata.gdx;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;nash;NEU;;0;0
REdirect_HI-cond-PPCAcop26-2045-jul21-OAS;0;PPCAcoalExit;2045;REdirect;hi_oecd_cond;Neutral;power;current;on;on;1;2025;2025;PPCAcop26-jul21;./output/SSP2EU-PkBudg1150_2022-10-10_19.45.46/fulldata.gdx;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15; GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;nash;NEU;;0;0
REdirect_HI-cond-2045-jul21-oecd-REF;0;PPCAcoalExit;2045;REdirect;hi_oecd_cond;Neutral;power;50p;on;off;1;2030;2025;REdirect_HI-cond-PPCAcop26-2045-jul21;./output/SSP2EU-PkBudg1150_2022-10-10_19.45.46/fulldata.gdx;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;testOneRegi;REF;;0;0
REdirect_HI-cond-jul21-PPCAcop26-t1r-NEU;0;PPCAcoalExit;2050;REdirect;hi_oecd_cond;Neutral;power;current;on;on;1;2025;2025;PPCAcop26-jul21;./output/REdirect-allmems-nonoecd50p_2023-01-27_17.44.20/fulldata.gdx;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15; GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;testOneRegi;NEU;;0;0
REdirect_HI-cond-jul21-oecd-NEU;0;PPCAcoalExit;2050;REdirect;hi_oecd_cond;Neutral;power;50p;on;off;1;2030;2025;./output/REdirect_HI-cond_no_pmts-PPCAcop26-limSE2p5x2060_2023-01-10_15.00.31/fulldata.gdx;./output/REdirect_HI-gdpEU_csp-nonoecd50p_2022-11-02_19.48.26/fulldata.gdx;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;testOneRegi;NEU;;0;0
REdirect_HI-cond-jul21-oecd-CAZ;0;PPCAcoalExit;2050;REdirect;hi_oecd_cond;Neutral;power;50p;on;off;1;2030;2025;./output/REdirect_HI-cond_no_pmts-PPCAcop26-limSE2p5x2060_2023-01-10_15.00.31/fulldata.gdx;./output/REdirect-allmems-nonoecd50p_2023-01-27_17.44.20/fulldata.gdx;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;testOneRegi;CAZ;;0;0
REdirect_HI-cond-jul21-oecd-REF;0;PPCAcoalExit;2050;REdirect;hi_oecd_cond;Neutral;power;50p;on;off;1;2030;2025;./output/REdirect_HI-cond_no_pmts-PPCAcop26-limSE2p5x2060_2023-01-10_15.00.31/fulldata.gdx;./output/REdirect_HI-cond-2040-ann_redir_oct-nonoecd50p_2023-02-20_03.37.23/fulldata.gdx;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;testOneRegi;REF;;0;0
FinEx-jul21-nonoecd-NEU;0;PPCAcoalExit;2050;FinEx;none;Neutral;power;50p;on;on;1;2035;2025;./output/FinEx-jul21-oecd_2023-01-19_04.56.51/fulldata.gdx;REdirect_HI-cond-2025-ann_redir_oct-nonoecd1;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;testOneRegi;NEU;;0;0
PPCA-jul21-nonoecd-NEU;0;PPCAcoalExit;2050;none;none;Neutral;power;50p;on;on;1;2035;2025;PPCA-jul21-oecd;;PPCAcop26-jul21;2;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;testOneRegi;NEU;;0;0
REdirect_LO-jul21-en2seelLim2-nonoecd-NEU;0;PPCAcoalExit;2050;REdirect;lo_oecd;Neutral;power;50p;on;on;1;2035;2025;./output/REdirect_LO-jul21-oecd_2023-01-19_06.58.28/fulldata.gdx;;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;testOneRegi;NEU;;0;0
REdirect_HI-cond-jul21-nonoecd-t1r-EUR;0;PPCAcoalExit;2050;REdirect;hi_oecd_cond;Neutral;power;50p;on;on;1;2035;2025;REdirect_HI-cond-jul21-oecd;;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;testOneRegi;EUR;;0;0
REdirect_coopex-2030-jul21-50p-nonoecd-2045-NEU;0;PPCAcoalExit;2045;REdirect;hi_oecd_cond;Neutral;power;50p;on;on;1;2035;2025;REdirect_coopex-2030-jul21-50p-oecd;;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;testOneRegi;NEU;;0;0
REdirect_coopex-2030-jul21-50p-nonoecd-NEU;0;PPCAcoalExit;2050;REdirect;hi_oecd_cond;Neutral;power;50p;on;on;1;2035;2025;REdirect_coopex-2030-jul21-50p-oecd;;PPCAcop26-jul21;1;parallel;load;config/regionmappingH12.csv;rcp45;3;off;0;NPi2018;1;2100;3;2050;9;GLO 0.09, EUR_regi 0.15;GLO.(biodiesel 0.14, bioeths 0.14), EUR_regi.(biodiesel 0.15, bioeths 0.15), USA_regi.pc 0.13, REF_regi.pc 0.13, CHA_regi.pc 0.13;3;1.05;standard;off;1.5;0;-1;0;1;1;0;off;standard;standard;off;off;NPi2018;none;off;off;off;off;pop_SSP2EU;gdp_SSP2EU;gdp_SSP2EU;medOil;medGas;medCoal;1;2;1;3;off;SSP2;2;0;forcing_SSP2;SSP2;heat;Mix1;testOneRegi;NEU;;0;0
